Name,College,POS,Height (in),Weight (lbs),40 Yrd Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Drafted?
Trent Smith,Oklahoma,TE,77,243,4.79,16,35.5,118,4.37,7.23,0
Wade Smith,Memphis,OT,76,296,5.14,24,32.5,114,4.75,7.62,0
Ben Sobieski,Iowa,OG,77,307,5,18,30,109,4.49,7.7,0
Jon Stinchcomb,Georgia,OT,77,302,4.99,32,35,115,4.62,7.83,0
Erick Streelman,Nevada,TE,77,248,5.06,9,30,109,4.4,7.59,0
Donald Strickland,Colorado,CB,70,187,4.53,16,35.5,121,4.04,6.98,0
Scott Tercero,California,OG,76,303,5.23,25,28.5,103,4.51,7.81,0
Tony Terrell,UNLV,OG,75,334,5.48,25,25.5,94,5,8.62,0
Ray Thomas,Wake Forest,TE,77,248,5.01,17,31,113,4.53,7.47,0
Chaun Thompson,West Texas A&M,OLB,74,240,4.58,29,35.5,123,4.22,7.01,0
Charles Tillman,Louisiana-Lafayette,CB,73,207,4.49,12,40,131,3.89,7.05,0
Pisa Tinoisamoa,Hawaii,OLB,73,231,4.65,19,34.5,111,4.07,6.97,0
Marcus Trufant,Washington State,CB,71,199,4.38,11,39,127,4.32,6.87,0
B.J. Tucker,Wisconsin,CB,71,188,4.34,16,35,123,4.2,7.25,0
Aaron Walker,Florida,TE,78,252,4.72,24,33.5,115,4.3,7.57,0
Shane Walton,Notre Dame,CB,71,184,4.67,11,31,109,4.29,7.05,0
Seth Wand,Northwest Missouri State,OT,79,325,5.14,20,31.5,107,4.5,7.61,0
Kevin Ware,Washington,TE,75,256,4.79,22,34,110,4.47,7.52,0
Clifton Washburn,Citadel,DE,77,275,5.03,22,27,109,4.82,8.59,0
Derek Watson,South Carolina,RB,73,212,4.63,15,34,114,4.2,7.35,0
Derrick Watson,South Carolina,RB,73,212,4.63,15,34,114,4.2,7.35,0
Dennis Weathersby,Oregon State,CB,73,204,4.38,9,38,125,4.13,7.14,0
Reggie Wells,Clarion,OT,75,300,5.16,23,29,104,4.56,8.35,0
DeWayne White,Louisville,DE,74,273,4.76,22,33,112,4.32,7.22,0
Keyon Whiteside,Tennessee,ILB,73,229,4.8,27,29,111,4.34,7.32,0
Taylor Whitley,Texas A&M,OG,76,321,5.18,28,30,106,4.58,7.95,0
Jimmy Wilkerson,Oklahoma,DE,75,271,4.91,29,34.5,114,4.4,7.45,0
Andrew Williams,Miami,DE,74,263,4.7,29,32,113,4.47,7.53,0
Kevin Williams,Oklahoma State,DE,77,304,4.81,23,30,112,5.04,7.66,0
Todd Williams,Florida State,OT,77,340,5.08,27,32.5,108,4.54,8.06,0
Eugene Wilson,Illinois,CB,71,192,4.48,15,38,122,4.05,7.18,0
Andre Woolfolk,Oklahoma,CB,74,197,4.47,10,35.5,128,3.96,6.78,0
Thomas Wright,Michigan State,SS,74,201,4.76,13,36,114,4.41,7.42,0
Jonathan Adams,Arkansas State,RB,73,219,4.58,15,36.5,120,4.31,6.97,0
Brian Allen,Stanford,RB,69,209,4.46,19,33,112,4.08,6.9,0
James Allen,Oregon State,OLB,75,240,4.62,24,38,126,4.21,7.59,0
Jeremy Allen,Iowa,FB,73,241,4.59,17,38,126,4.49,7.06,0
Matt Anderle,Minnesota,OT,78,327,5.5,26,29,104,4.8,7.99,0
Damien Anderson,Northwestern,RB,71,211,4.56,27,33.5,112,4.02,6.93,0
Akin Ayodele,Purdue,OLB,74,257,4.81,26,35,121,4.12,7,0
Jason Ball,New Hampshire,C,74,301,5.41,27,29,94,4.73,7.87,0
Clenton Ballard,Texas State,DT,75,313,5.18,24,26.5,93,4.64,7.47,0
Justin Bannan,Colorado,DT,75,300,5,24,29,99,4.24,7.31,0
Kevin Barry,Arizona,OG,76,325,5.34,24,28.5,108,4.73,8.34,0
Will Bartholomew,Tennessee,FB,73,246,4.68,35,38,119,4.09,6.85,0
Jarrod Baxter,New Mexico,FB,73,245,4.7,23,32.5,116,4.27,7.1,0
Chad Beasley,Virginia Tech,DT,78,303,5.15,27,31.5,104,4.6,7.75,0
Tony Beckham,Wisconsin-Stout,CB,73,195,4.37,15,34.5,121,4.3,7.12,0
Kevin Bentley,Northwestern,OLB,73,243,4.68,23,39,120,3.83,6.71,0
Rocky Bernard,Texas A&M,DT,76,294,4.96,30,33,108,4.41,7.43,0
Ladell Betts,Iowa,RB,71,220,4.62,23,38,116,4.06,7.06,0
Terreal Bierria,Georgia,FS,75,216,4.61,18,36,130,4.1,6.93,0
Dwayne Blakley,Missouri,TE,77,256,4.96,21,32.5,107,4.29,7.33,0
Rocky Boiman,Notre Dame,OLB,76,242,4.6,17,35,122,4.05,6.86,0
Jack Brewer,Minnesota,FS,73,194,4.59,12,37,122,4.24,6.9,0
Raheem Brock,Temple,DE,76,257,4.93,25,34,115,4.23,7.09,0
Sheldon Brown,South Carolina,CB,70,196,4.47,15,36.5,120,4.24,7,0
Jamie Burrow,Nebraska,ILB,73,249,4.83,18,30.5,102,4.21,7.28,0
Pete Campion,North Dakota State,OG,76,307,5.26,30,25.5,88,4.81,7.96,0
Demontray Carter,Troy,RB,70,191,4.52,16,33,120,4.36,7.38,0
Rock Cartwright,Kansas State,RB,68,237,4.47,30,35,116,4.25,7.18,0
Michael Collins,Wake Forest,OT,78,300,5.54,32,25.5,104,4.98,8.62,0
Mike Collins,Ohio State,DT,75,298,5.03,31,31.5,105,4.46,7.52,0
Marc Colombo,Boston College,OT,80,313,5.27,30,29.5,101,4.6,7.65,0
Joe Cooper,Ohio State,OLB,73,233,4.95,17,32,111,4.46,7.47,0
Kevin Curtis,Texas Tech,FS,74,212,4.53,24,37.5,124,3.88,6.75,0
Dorsett Davis,Mississippi State,DT,77,304,5,30,31,109,4.67,7.93,0
Dan Dawson,Rice,SS,73,219,4.57,24,38,124,4,6.75,0
Konrad Dean,Akron,OG,76,333,5.57,30,27.5,97,4.97,8.37,0
Ryan Denney,BYU,DE,79,276,4.86,36,33,107,4.25,7.18,0
Kori Dickerson,Southern California,FB,76,240,4.75,22,34,116,4.51,7.34,0
Howard Duncan,Oklahoma,OG,76,324,5.44,22,28.5,101,4.69,8.31,0
Nate Dwyer,Kansas,DT,75,313,5.1,27,31,103,4.41,7.56,0
Omar Easy,Penn State,FB,73,244,4.53,21,40,123,4.12,7.25,0
Andy Eby,Kansas State,C,76,300,5.1,28,29,103,4.55,7.46,0
Steve Edwards,Central Florida,OG,77,355,5.5,20,23,94,5.15,8.37,0
Justin Ena,BYU,ILB,75,247,4.71,20,34,116,4.11,6.76,0
Demarcus Faggins,Kansas State,CB,71,178,4.57,3,36.5,121,3.92,6.64,0
Tony Fisher,Notre Dame,RB,74,226,4.66,21,41.5,126,4.13,7,0
LittleJohn Flowers,Michigan State,RB,73,214,4.73,19,34,110,4.08,7.09,0
Toniu Fonoti,Nebraska,OG,76,349,5.49,32,28.5,97,4.81,8.12,0
Lonnie Ford,Southern California,DE,75,261,4.77,22,37.5,112,4.28,7.12,0
Willie Ford,Syracuse,CB,74,195,4.57,10,34,117,4.33,7.25,0
DeShaun Foster,UCLA,RB,73,222,4.57,20,35.5,119,4.16,6.82,0
Melvin Fowler,Maryland,C,75,300,5.46,32,27,99,4.6,7.51,0
Eddie Freeman,Alabama-Birmingham,DT,77,310,4.91,32,34.5,111,4.81,7.85,0
Scott Fujita,California,OLB,78,248,4.64,20,42,122,4.21,7.09,0
LaVar Glover,Cincinnati,CB,70,177,4.59,11,37,117,4.29,7.18,0
Charles Grant,Georgia,DE,75,282,4.69,24,31,118,4.39,7.69,0
Carlos Hall,Arkansas,DE,76,259,4.67,20,40,129,4.19,6.97,0
Ryan Hannam,Northern Iowa,TE,75,251,4.69,18,30.5,113,4.21,7.07,0
Napoleon Harris,Northwestern,OLB,75,253,4.55,27,34,115,4.44,7.15,0
Quentin Harris,Syracuse,FS,73,216,4.61,14,36.5,120,4.34,7.59,0
Verron Haynes,Georgia,FB,70,224,4.78,25,31.5,117,4.08,7.27,0
Ennis Haywood,Iowa State,RB,70,218,4.76,12,35,112,4.14,7.08,0
Jason Hebert,Rice,FS,73,190,4.63,15,35.5,118,3.86,7.12,0
Keith Heinrich,Sam Houston State (TX),TE,78,255,4.77,21,35,120,4.1,6.87,0
Eric Heitmann,Stanford,OG,76,305,5.22,33,28,103,4.6,7.56,0
John Henderson,Tennessee,DT,79,306,4.87,24,27.5,110,4.66,7.71,0
Leonard Henry,East Carolina,RB,73,206,4.57,26,35,113,4.29,7.11,0
Artis Hicks,Memphis,OG,77,303,5.08,22,29.5,104,4.64,7.85,0
Charles Hill,Maryland,DT,74,293,5.06,23,33.5,113,4.36,7.37,0
Matt Hill,Boise State,OT,78,300,5.33,20,28.5,101,4.54,7.58,0
Grant Irons,Notre Dame,DE,78,267,4.96,19,40.5,119,4.38,7.27,0
Joseph Jefferson,Western Kentucky,CB,73,205,4.39,8,39.5,121,4.01,6.84,0
Dennis Johnson,Kentucky,DE,77,258,4.82,17,35.5,119,4.36,7.21,0
Kyle Johnson,Syracuse,FB,73,242,4.74,22,34,119,4.35,7.4,0
Doug Jolley,BYU,TE,76,251,4.6,18,38,117,4.18,6.9,0
Terry Jones,Alabama,TE,75,265,4.79,20,33.5,111,4.43,7.43,0
Eric Joyce,Tennessee State,CB,69,192,4.53,11,40.5,115,3.97,6.81,0
Brett Keisel,BYU,DE,77,279,4.89,26,33.5,107,4.51,7.28,0
Stephon Kelly,Winston-Salem State (NC),SS,75,212,4.62,15,32.5,117,4.1,7.26,0
Kyle Kosier,Arizona State,OT,77,293,5.09,24,29.5,108,4.49,7.34,0
Ben Leber,Kansas State,OLB,75,244,4.62,20,32.5,114,4.25,6.75,0
Michael Lewis,Colorado,SS,73,211,4.6,16,36.5,122,4.14,6.96,0
Omare Lowe,Washington,CB,73,196,4.58,12,35.5,118,3.97,6.65,0
Chris Luzar,Virginia,TE,79,270,4.76,22,32.5,115,4.17,6.84,0
Wesly Mallard,Oregon,SS,74,221,4.49,22,41,122,4.07,6.81,0
Jamar Martin,Ohio State,FB,71,245,4.89,23,32,108,4.34,7.53,0
Tango McCauley,Alabama State,OG,76,304,5.32,29,31,104,4.78,7.9,0
Ivory McCoy,Michigan State,TE,76,240,4.59,25,35,113,4.24,7.3,0
Jon McGraw,Kansas State,SS,75,208,4.5,13,39.5,126,3.92,6.51,0
Seth McKinney,Texas A&M,C,76,300,4.97,23,33.5,105,4.51,7.36,0
Randy McMichael,Georgia,TE,75,247,4.88,18,29.5,112,4.28,7.56,0
Ben Miller,Air Force,C,75,263,4.92,18,37.5,114,4.46,7.28,0
Dicenzo Miller,Mississippi State,RB,70,215,4.93,8,31,107,4.39,7.25,0
Mel Mitchell,Western Kentucky,FS,73,220,4.55,15,35,128,4.15,7,0
Quincy Monk,North Carolina,ILB,76,250,4.82,26,33.5,113,4.38,7.46,0
Derrius Monroe,Virginia Tech,DE,76,269,4.56,25,31.5,111,4.51,7.38,0
Brandon Moore,Illinois,DT,75,293,5.26,32,25.5,96,4.64,7.84,0
Marquise Muldrow,Arizona State,OG,74,316,5.31,29,25.5,98,4.8,8.12,0
Tony Okanlawon,Maryland,CB,71,185,4.67,16,38,118,4.39,7.37,0
Will Overstreet,Tennessee,DE,75,259,4.65,21,32.5,116,4.31,7.37,0
Anton Palepoi,UNLV,DE,75,279,4.81,24,33.5,114,4.27,7.46,0
Justin Peelle,Oregon,TE,77,255,4.75,21,29,110,4.29,7.34,0
Scott Peters,Arizona State,C,75,300,5.07,36,33.5,97,4.69,7.68,0
Adrian Peterson,Georgia Southern,RB,70,214,4.68,14,34,119,4.6,7.59,0
Zach Quaccia,Stanford,C,76,309,5.37,23,26.5,93,4.6,7.9,0
Tellis Redmon,Minnesota,RB,71,210,4.61,20,32,113,4.14,7.08,0
Nick Rogers,Georgia Tech,OLB,74,251,4.73,22,36,117,4.19,7.02,0
Victor Rogers,Colorado,OG,78,331,5.57,20,25,93,5.16,9,0
Frank Romero,Oklahoma,OG,76,300,5.3,22,27.5,88,4.79,7.66,0
Robert Royal,Louisiana State,TE,77,253,4.97,14,31,114,4.27,7.37,0
Josh Scobey,Kansas State,RB,73,218,4.42,21,40.5,124,3.93,6.96,0
Greg Scott,Hampton,DE,76,268,4.9,26,32.5,110,4.61,7.5,0
Jason Scukanec,BYU,C,74,304,5.33,30,29,100,4.59,7.87,0
Kendall Simmons,Auburn,OG,75,311,5.3,24,28.5,98,4.71,7.84,0
Bobby Sippio,Western Kentucky,CB,75,214,4.69,12,37,123,4.2,6.78,0
Derek Smith,Kentucky,TE,76,271,4.9,16,28.5,112,4.38,7.46,0
Raonall Smith,Washington State,OLB,74,244,4.53,26,42,125,4.11,7.1,0
Charles Stackhouse,Mississippi,FB,74,252,4.93,20,29,111,4.53,7.63,0
John Stamper,South Carolina,DE,76,265,4.98,24,36.5,112,4.22,7.35,0
Connor Stephens,Mississippi State,DE,77,256,4.89,20,36.5,119,4.55,7.5,0
Jashon Sykes,Colorado,OLB,75,236,4.68,23,34.5,116,4.34,7.25,0
Ben Taylor,Virginia Tech,ILB,74,236,4.83,19,35.5,120,4.19,6.56,0
Lew Thomas,Vanderbilt,RB,73,213,4.59,17,36,115,4.21,6.87,0
Robert Thomas,UCLA,OLB,73,229,4.51,21,34,116,4.1,7.21,0
Josh Thornhill,Michigan State,ILB,74,243,4.69,27,36.5,121,4.19,7.15,0
David Thornton,North Carolina,OLB,74,236,4.62,26,35.5,117,4.09,6.93,0
Langston Walker,California,OT,80,344,5.26,21,28.5,102,4.95,8.09,0
Fred Weary,Tennessee,C,77,308,5.37,34,32,104,4.63,7.68,0
Anthony Weaver,Notre Dame,DT,76,296,4.95,24,32.5,109,4.31,7.37,0
Dante Wesley,Arkansas-Pine Bluff,CB,73,211,4.43,15,35,116,4.22,7.25,0
Greg White,Minnesota,DE,75,268,4.9,20,31.5,114,4.36,7.4,0
Brian Williams,North Carolina State,CB,73,207,4.57,19,39,122,4.2,7.21,0
Tank Williams,Stanford,FS,75,222,4.46,19,38.5,125,3.93,6.78,0
Coy Wire,Stanford,SS,73,209,4.56,28,38.5,120,3.87,6.62,0
Tracey Wistrom,Nebraska,TE,76,245,4.92,17,33.5,114,4.1,7.09,0
Will Witherspoon,Georgia,OLB,74,231,4.68,25,38,122,4.21,7.09,0
Dan Alexander,Nebraska,FB,73,257,4.47,15,34,115,4.16,7.34,0
Will Allen,Syracuse,CB,71,192,4.44,14,39.5,121,3.9,6.78,0
Tom Ashworth,Colorado,OG,78,293,5.11,20,33.5,109,4.87,7.2,0
Billy Baber,Virginia,TE,76,255,4.76,22,33,106,4.19,7.12,0
Jeff Backus,Michigan,OT,78,310,5.37,25,27,99,4.67,8.4,0
Idrees Bashir,Memphis,FS,74,206,4.56,22,40,126,4.25,7.14,0
Monty Beisel,Kansas State,DE,76,270,4.83,26,34.5,110,4.3,7.32,0
Kendrell Bell,Georgia,ILB,73,234,4.64,24,38.5,124,4.5,7.25,0
Darvell Bivens,Northwestern State (LA),FB,70,255,4.97,32,33.5,108,4.38,7.81,0
Harold Blackmon,Northwestern,CB,73,210,4.54,17,37,121,4.28,7.03,0
Jarvis Borum,North Carolina State,OG,79,332,5.05,25,30.5,107,4.83,8.5,0
Roylin Bradley,Texas A&M,OLB,73,243,4.67,19,34,114,4.28,7.16,0
Sean Brewer,San Jose State,TE,76,255,4.73,14,36,117,4.18,7.37,0
Kenny Bryant,Jackson State,CB,71,190,4.65,10,37.5,117,4.15,7.52,0
Jerametrius Butler,Kansas State,CB,70,173,4.57,11,36,121,4.4,7.22,0
Elliott Carson,Vanderbilt,TE,77,246,4.9,16,36,115,4.21,7.52,0
Robert Carswell,Clemson,FS,73,214,4.59,21,34,106,4.18,7.14,0
Quinton Caver,Arkansas,ILB,76,227,4.67,23,37.5,118,4.25,7.66,0
Patrick Chukwurah,Wyoming,OLB,74,238,4.77,24,40,119,4.21,7.34,0
Jameel Cook,Illinois,FB,70,226,4.8,17,29.5,108,4.38,7.55,0
Chris Cooper,Nebraska-Omaha,DE,77,272,4.95,24,35.5,114,4.21,7.12,0
Rodney Crayton,Auburn,CB,68,178,4.6,13,35.5,118,4.4,7.25,0
Rick Crowell,Colorado State,OLB,75,242,5.03,19,31,109,4.3,7.54,0
Alge Crumpler,North Carolina,TE,75,266,4.76,22,34,112,4.43,7.38,0
Will Cuthbert,Alabama,OG,77,318,5.53,17,24.5,91,5.06,8.85,0
Ennis Davis,Southern California,DT,76,302,5.1,23,27.5,99,4.9,8,0
Leonard Davis,Texas,OT,78,370,5.32,33,28,105,5.18,8.2,0
Rick DeMulling,Idaho,OG,76,307,5.24,32,31.5,106,4.6,7.62,0
Heath Evans,Auburn,FB,73,246,4.56,30,34.5,111,4.24,7.3,0
Dauntae' Finger,North Carolina,TE,76,262,5.09,15,33.5,103,4.59,7.95,0
Kynan Forney,Hawaii,OG,75,312,5.28,23,27,97,4.77,8.5,0
Curtis Fuller,Texas Christian,FS,70,186,4.45,18,36,114,4.21,7.2,0
Roberto Garza,Texas A&M-Kingsville,C,74,303,5,37,32.5,114,4.53,7.71,0
Jason Glenn,Texas A&M,OLB,73,236,4.94,14,36,115,4.31,7.16,0
Ben Hamilton,Minnesota,C,77,303,5.26,17,33.5,106,4.62,7.62,0
Edgerton Hartwell,Western Illinois,ILB,73,250,4.86,18,36.5,114,4.56,7.64,0
Reggie Hayward,Iowa State,DE,77,255,4.91,21,41,127,4.43,7.43,0
Jamie Henderson,Georgia,CB,74,202,4.48,10,40.5,125,4.12,6.9,0
Anthony Henry,South Florida,CB,73,198,4.6,15,41,126,4.21,6.92,0
Anthony Herron,Iowa,DE,75,280,5.16,26,36,114,4.43,7.58,0
Renaldo Hill,Michigan State,CB,71,178,4.68,10,35.5,116,4.18,7.03,0
Russ Hochstein,Nebraska,OG,76,300,5.4,16,26.5,95,4.6,7.85,0
Paul Hogan,Alabama,C,75,290,5.5,26,29,102,4.54,7.78,0
Jabari Holloway,Notre Dame,TE,75,253,4.91,20,38.5,113,4.4,7.14,0
Menson Holloway,Texas-El Paso,DE,74,284,4.9,19,34.5,111,4.43,7.54,0
Rashad Holman,Louisville,CB,71,186,4.58,6,42,129,3.85,7.09,0
John Howell,Colorado State,FS,73,204,4.64,14,37,121,4.12,6.87,0
Steve Hutchinson,Michigan,OG,77,315,5.15,31,33.5,106,4.74,7.82,0
Michael Jameson,Texas A&M,FS,73,186,4.5,9,34.5,118,4.2,7.13,0
Kris Jenkins,Maryland,DT,77,316,5.19,33,31,108,4.41,7.86,0
Jonas Jennings,Georgia,OT,76,334,5.31,31,29.5,107,4.93,8.5,0
Ligarius Jennings,Tennessee State,CB,70,202,4.67,11,34,120,4.07,7.07,0
Eric Kelly,Kentucky,CB,71,199,4.46,15,36,119,4.18,7.24,0
Rod Kelly,Northeastern State (OK),DE,77,254,4.93,20,28.5,114,4.55,7.93,0
Ross Kolodziej,Wisconsin,DE,75,290,4.87,25,34.5,111,4.36,7.32,0
Justin Kurpeikis,Penn State,DE,76,252,4.97,22,31.5,118,4.1,6.82,0
Matt Lehr,Virginia Tech,OG,74,290,5.28,28,31.5,106,4.44,7.4,0
Victor Leyva,Arizona State,OG,76,313,5.33,37,30,105,4.77,8.3,0
LaShaun Mack,Norfolk State (VA),C,75,299,5.56,17,26.5,92,4.99,8.59,0
Dustin McClintock,Alabama,FB,74,259,5.31,7,30,105,4.58,8.1,0
Marlon McCree,Kentucky,SS,71,197,4.62,10,38,117,4.14,7.36,0
Kareem McKenzie,Penn State,OT,78,328,5.33,20,33,103,4.8,7.87,0
Shad Meier,Kansas State,TE,77,256,4.85,20,34,113,4.15,7.14,0
Dwayne Missouri,Northwestern,DE,77,258,5.03,21,38,116,4.4,7.5,0
Keon Moore,Southern Mississippi,CB,71,193,4.56,10,37.5,119,4.25,7.06,0
Leonard Myers,Miami,CB,70,190,4.65,13,37,120,4.16,7.21,0
Brian Natkin,Texas-El Paso,TE,74,251,4.95,20,27,98,4.59,7.78,0
Mathias Nkwenti,Temple,OG,76,293,5.57,29,35.5,113,4.18,7.66,0
Dennis Norman,Princeton,OG,76,305,5.16,25,35,107,4.72,8.08,0
Moran Norris,Kansas,FB,73,250,4.63,37,31,114,4.5,7.56,0
Dan O'Leary,Notre Dame,TE,76,252,5.02,16,32,113,4.31,7.4,0
Chukky Okobi,Purdue,C,73,316,5.27,24,32.5,103,4.61,7.87,0
Saul Patu,Oregon,DE,75,272,5.01,22,30.5,112,4.43,7.52,0
Tupe Peko,Michigan State,C,76,301,5.36,18,28,92,4.56,8.1,0
Ryan Prince,Weber State (UT),TE,77,257,4.99,20,31,102,4.45,7.65,0
Dominic Raiola,Nebraska,C,74,307,5.13,29,33,108,4.35,7.55,0
Ray Redziniak,Illinois,OG,75,296,5.5,32,27,92,4.77,8.17,0
Marcellus Rivers,Oklahoma State,TE,77,247,4.84,7,32.5,113,4.25,7.04,0
Mike Roberg,Idaho,TE,77,256,4.75,16,34.5,117,4.4,7.28,0
Bernard Robertson,Tulane,OG,75,308,5.24,19,30,106,4.58,8.06,0
Jace Sayler,Michigan State,DT,77,294,5.06,29,31,105,4.59,7.81,0
John Schlecht,Minnesota,DT,73,295,4.95,27,31.5,101,4.3,7.45,0
Cedric Scott,Southern Mississippi,DE,78,281,4.86,23,35.5,107,4.37,7.67,0
Elliot Silvers,Washington,OT,79,348,5.43,19,31.5,99,4.66,7.81,0
Brandon Spoon,North Carolina,ILB,75,245,4.75,33,35.5,110,4.15,7.3,0
Matt Stewart,Vanderbilt,OLB,76,236,4.74,23,37,117,4.2,7.08,0
Russell Stewart,Stanford,TE,76,251,4.92,17,28.5,106,4.3,7.46,0
Marcus Stroud,Georgia,DT,78,321,5.13,21,30,110,4.75,8.07,0
Tim Stuber,Colorado State,OG,77,315,5.6,22,26,96,4.61,8.06,0
Marques Sullivan,Illinois,OT,77,338,5.32,28,30.5,98,4.83,8.36,0
Joe Tafoya,Arizona,DE,76,269,4.91,28,33,109,4.53,7.56,0
Tarlos Thomas,Florida State,OT,78,336,5.52,19,25,92,4.9,8.65,0
Chris Valletta,Texas A&M,OG,75,299,5.32,18,33.5,98,4.53,7.9,0
Kyle Vanden Bosch,Nebraska,DE,76,270,4.75,26,36.5,119,4.08,6.82,0
Fred Wakefield,Illinois,DE,79,287,5.09,26,28,108,4.64,7.49,0
Kenyatta Walker,Florida,OT,77,311,5.17,24,31.5,109,4.66,7.7,0
Chad Ward,Washington,OG,77,321,5.23,26,32.5,99,4.89,7.98,0
Eric Westmoreland,Tennessee,OLB,73,236,4.63,21,36.5,115,4.21,7.47,0
James Whitley,Michigan,CB,71,193,4.73,9,39,118,4.4,7.04,0
Brock Williams,Notre Dame,CB,70,183,4.46,11,42.5,130,4.21,6.7,0
Louis Williams,Louisiana State,OG,77,299,5.48,25,28.5,103,4.67,7.86,0
Floyd Womack,Mississippi State,OG,76,345,5.57,23,29.5,97,4.96,8.78,0
Shawn Worthen,Texas Christian,DT,73,310,5.18,23,30,103,4.61,7.5,0
Darnell Alford,Boston College,OT,76,334,5.56,23,25,94,4.98,8.48,0
Corey Atkins,South Carolina,OLB,73,237,4.72,21,31,112,4.39,7.96,0
Reggie Austin,Wake Forest,CB,70,175,4.44,17,35,119,4.14,7.03,0
Mark Baniewicz,Syracuse,OT,78,312,5.34,20,28,96,4.73,7.72,0
Rashidi Barnes,Colorado,FS,73,208,4.62,10,35,114,4.32,6.92,0
David Barrett,Arkansas,CB,70,199,4.44,16,37.5,116,4.04,6.81,0
Rogers Beckett,Marshall,FS,74,207,4.62,15,39.5,119,4.29,6.48,0
Brad Bedell,Colorado,OG,77,302,5.07,17,31.5,103,4.58,7.76,0
Marcus Bell,Arizona,ILB,74,237,4.78,21,31.5,111,4.33,7.17,0
Michael Boireau,Miami,DE,76,274,5.09,26,29,105,4.49,7.68,0
Matt Bowen,Iowa,SS,73,201,4.49,12,33,115,4.09,7.06,0
Robert Brannon,Iowa State,DT,76,309,5.19,28,28.5,99,4.7,7.82,0
Mike Brown,Nebraska,SS,70,204,4.59,14,36,116,4.01,6.93,0
David Byrd,Syracuse,CB,73,202,4.53,14,36,117,4.39,7.18,0
Cooper Carlisle,Florida,OG,78,297,5.16,28,31,100,4.48,7.82,0
Leonardo Carson,Auburn,DE,74,283,5.06,22,28,106,4.75,7.82,0
Tyrone Carter,Minnesota,SS,68,190,4.5,16,41,121,4.19,6.75,0
Doug Chapman,Marshall,RB,70,215,4.56,16,38.5,128,4.2,6.84,0
Joey Chustz,Louisiana Tech,OT,79,304,5.08,28,31,103,4.65,7.65,0
Kendrick Clancy,Mississippi,DT,73,283,5.25,25,27.5,108,4.65,7.98,0
Travis Claridge,Southern California,OG,77,303,5.15,29,31.5,100,4.86,7.77,0
Chad Clifton,Tennessee,OT,77,334,5.05,24,30.5,102,4.73,7.58,0
Kurth Connell,Washington,OT,76,291,5.49,27,33,103,4.84,8.14,0
Rameel Connor,Illinois,DE,75,276,5,25,35.5,121,4.45,7.65,0
JoeDean Davenport,Arkansas,TE,79,268,5.09,13,30,108,4.67,7.33,0
Jerry DeLoach,California,DT,75,314,4.99,19,31.5,101,4.57,7.4,0
Mike Derouselle,Houston,DT,75,314,5.28,27,27.5,96,4.8,7.67,0
Reuben Droughns,Oregon,RB,71,215,4.66,13,30,115,4.41,7.34,0
John Engelberger,Virginia Tech,DE,76,260,4.73,24,34,115,4.28,6.95,0
Aaron Fields,Troy,DE,76,243,4.76,22,34,115,4.56,7.51,0
Zeron Flemister,Iowa,TE,77,249,4.72,14,37,116,4.16,6.92,0
Erik Flowers,Arizona State,DE,76,271,4.75,24,33,114,4.15,7.21,0
Derrick Foster,Texas A&M-Kingsville,RB,73,201,4.43,19,34.5,117,4.36,6.84,0
John Frank,Utah,DE,76,280,4.78,32,37,117,4.27,7.07,0
Arturo Freeman,South Carolina,FS,73,188,4.5,14,35.5,124,4.38,6.91,0
Byron Frisch,BYU,DE,77,281,4.73,31,34.5,114,4.41,7.2,0
Mondriel Fulcher,Miami,FB,76,253,4.85,18,27,116,4.52,7.46,0
Trent Gamble,Wyoming,FS,69,186,4.56,21,37,124,3.9,6.6,0
Jason Gavadza,Kent State (OH),TE,75,249,4.62,22,32.5,113,4.3,7.15,0
Kabeer Gbaja-Biamila,San Diego State,OLB,76,243,4.65,21,34,120,4.28,6.9,0
Ian Gold,Michigan,OLB,73,221,4.56,21,33,115,4.19,6.97,0
Ernest Grant,Arkansas-Pine Bluff,DT,77,316,5.31,24,29.5,98,5.03,8,0
Lamar Grant,Duke,CB,71,188,4.62,16,32,117,4.3,7.3,0
Brian Gray,BYU,CB,73,214,4.94,19,33.5,116,4.24,7.38,0
Mike Green,Houston,FB,73,253,4.78,25,28.5,108,4.34,7.08,0
Cornelius Griffin,Alabama,DE,75,297,4.9,30,31,111,4.62,7.63,0
Clark Haggans,Colorado State,OLB,76,253,4.97,20,31.5,109,4.21,7.12,0
Dante' Hall,Texas A&M,RB,68,191,4.44,18,38,123,3.82,6.62,0
Troy Hambrick,Savannah State,RB,73,237,4.66,21,34.5,118,4.44,7.48,0
Thomas Hamner,Minnesota,RB,73,197,4.5,17,32,125,4.07,6.97,0
Antwan Harris,Virginia,CB,69,186,4.34,16,39,121,4.01,6.75,0
Lloyd Harrison,North Carolina State,CB,70,190,4.5,16,37.5,119,4.25,7.12,0
Semisi Heimuli,Texas A&M,OG,74,312,5.4,20,29,94,4.63,7.94,0
Chris Hovan,Boston College,DT,75,305,4.99,35,30,101,4.16,6.85,0
Jabari Issa,Washington,DT,77,296,5.05,19,31.5,105,4.72,7.69,0
Marlion Jackson,Saginaw Valley State (MI),RB,73,242,4.6,24,35.5,125,4.14,7.15,0
